id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id3507,white,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
id3508,white,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
id3509,white,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
id3510,white,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3
id3511,red,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6
id3512,white,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
id3513,white,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7
id3514,white,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8
id3515,red,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5
id3516,white,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
id3517,white,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4
id3518,white,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6
id3519,red,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6
id3520,red,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5
id3521,white,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6
id3522,red,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6
id3523,white,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
id3524,white,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
id3525,white,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4
id3526,white,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
id3527,white,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5
id3528,white,6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,4
id3529,red,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5
id3530,white,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
id3531,white,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
id3532,white,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
id3533,white,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
id3534,white,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5
id3535,white,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6
id3536,red,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3
id3537,red,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5
id3538,white,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
id3539,white,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6
id3540,red,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7
id3541,white,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
id3542,red,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7
id3543,white,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
id3544,red,9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6
id3545,white,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6
id3546,white,6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6
id3547,white,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
id3548,red,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
id3549,white,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
id3550,white,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5
id3551,white,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6
id3552,red,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5
id3553,red,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
id3554,red,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6
id3555,white,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5
id3556,white,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
id3557,white,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7
id3558,red,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5
id3559,white,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6
id3560,white,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5
id3561,white,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
id3562,red,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5
id3563,white,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
id3564,white,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
id3565,white,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
id3566,white,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
id3567,white,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
id3568,white,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
id3569,red,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
id3570,white,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6
id3571,red,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6
id3572,red,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6
id3573,white,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
id3574,white,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7
id3575,white,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
id3576,red,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6
id3577,white,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7
id3578,red,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5
id3579,white,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
id3580,white,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5
id3581,white,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
id3582,white,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6
id3583,white,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
id3584,red,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
id3585,white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
id3586,white,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6
id3587,white,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,5
id3588,white,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6
id3589,white,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
id3590,white,7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6
id3591,white,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
id3592,white,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
id3593,white,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5
id3594,white,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5
id3595,red,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
id3596,white,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
id3597,white,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
id3598,white,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
id3599,white,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
id3600,white,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
id3601,white,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
id3602,white,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
id3603,white,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6
id3604,white,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6
id3605,white,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
id3606,white,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
id3607,white,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4
id3608,white,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
id3609,white,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
id3610,white,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4
id3611,white,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
id3612,white,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
id3613,white,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6
id3614,white,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6
id3615,red,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5
id3616,white,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
id3617,white,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
id3618,white,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5
id3619,red,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6
id3620,white,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,6
id3621,red,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5
id3622,white,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
id3623,white,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
id3624,white,6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4
id3625,red,7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5
id3626,red,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6
id3627,white,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
id3628,white,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5
id3629,white,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
id3630,red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
id3631,red,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6
id3632,white,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6
id3633,white,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
id3634,white,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
id3635,red,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
id3636,white,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5
id3637,red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
id3638,white,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
id3639,white,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
id3640,white,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6
id3641,red,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
id3642,white,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
id3643,white,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7
id3644,red,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6
id3645,white,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6
id3646,white,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
id3647,white,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5
id3648,white,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4
id3649,white,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4
id3650,white,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
id3651,white,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6
id3652,white,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
id3653,white,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
id3654,white,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7
id3655,white,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
id3656,white,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
id3657,red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
id3658,white,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6
id3659,white,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6
id3660,white,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
id3661,white,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5
id3662,white,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5
id3663,red,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5
id3664,white,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5
id3665,white,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
id3666,white,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7
id3667,white,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
id3668,red,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
id3669,white,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7
id3670,white,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5
id3671,white,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7
id3672,white,6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5
id3673,red,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5
id3674,white,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
id3675,white,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
id3676,white,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
id3677,red,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7
id3678,white,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
id3679,red,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6
id3680,red,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5
id3681,white,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6
id3682,white,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6
id3683,white,8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6
id3684,white,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
id3685,white,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
id3686,white,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
id3687,red,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6
id3688,white,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
id3689,red,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
id3690,white,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
id3691,white,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
id3692,white,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
id3693,white,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
id3694,white,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
id3695,white,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
id3696,white,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
id3697,white,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
id3698,red,7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5
id3699,white,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5
id3700,red,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6
id3701,white,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6
id3702,white,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
id3703,white,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
id3704,white,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
id3705,white,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
id3706,red,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5
id3707,red,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,6
id3708,white,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6
id3709,white,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
id3710,red,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5
id3711,white,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
id3712,white,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
id3713,white,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6
id3714,red,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5
id3715,white,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
id3716,white,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
id3717,red,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
id3718,white,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,5
id3719,red,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5
id3720,white,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
id3721,white,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
id3722,red,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6
id3723,white,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6
id3724,white,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5
id3725,white,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6
id3726,white,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
id3727,red,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
id3728,white,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
id3729,red,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6
id3730,white,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
id3731,white,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
id3732,white,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
id3733,red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
id3734,white,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5
id3735,white,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6
id3736,red,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
id3737,white,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
id3738,red,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6
id3739,red,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
id3740,white,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6
id3741,white,6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6
id3742,red,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5
id3743,white,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,4
id3744,white,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
id3745,white,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5
id3746,red,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
id3747,white,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
id3748,white,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6
id3749,white,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
id3750,white,6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6
id3751,white,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6
id3752,white,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5
id3753,red,10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5
id3754,white,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
id3755,red,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6
id3756,red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
id3757,red,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6
id3758,white,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7
id3759,red,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6
id3760,white,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
id3761,red,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
id3762,white,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
id3763,red,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6
id3764,white,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6
id3765,white,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
id3766,red,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6
id3767,white,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
id3768,red,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
id3769,red,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
id3770,white,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
id3771,white,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
id3772,white,7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6
id3773,white,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4
id3774,white,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6
id3775,red,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6
id3776,red,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
id3777,white,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8
id3778,red,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5
id3779,white,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
id3780,white,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
id3781,red,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
id3782,white,6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6
id3783,red,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
id3784,white,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
id3785,white,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5
id3786,red,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5
id3787,white,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
id3788,red,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
id3789,red,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5
id3790,white,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
id3791,red,6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6
id3792,white,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5
id3793,white,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
id3794,red,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6
